theme,themeurl,author,journal,jrurl,year,cites,downloads
超微血流成像在评价颈动脉硬化斑块稳定性中的应用及其对脑卒中的预测价值研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8E5E9A775627469C2191012DAE6BDB2751729F9915B474AF,常小妮,《陕西医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxyxzz,2018,0,0
葡萄糖调节蛋白78在口腔鳞状细胞癌组织中的表达及其对化疗敏感性的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8D5C5194DF10F9C62473CD765BD13364780DEB579A711DD7,申铁兵,《癌症进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=azjz,2018,0,2
两种经牙槽嵴顶入路的上颌窦底提升术同期种植的临床对照观察,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF65A9961BCB642CA9BDB692EA4D716724112B8055B3394031,王仁飞,《中华口腔医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhkqyx,2018,0,0
MACC1及其靶蛋白SPON2在乳腺癌中的表达及与预后的关系,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA9BF22E6EC338EDFA1753DBAE4797193814CCF046EBCAA5A,熊晶,《现代肿瘤医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxzlyx,2018,0,1
泛素特异性蛋白酶9X在非小细胞肺癌中的表达情况及与患者预后的关系,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8D5C5194DF10F9C62473CD765BD13364C2C1A994C952F6FB,吴畴斌,《癌症进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=azjz,2018,0,3
阿帕替尼治疗小鼠人源化胃癌移植瘤模型的疗效观察及CD31的意义,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF3EA724ADB94F4946102A9C6F676464BDE2F585E91EE86A53,陈祖华,《基础医学与临床》,g.wanfangdata.com.cn/perio/detail.do?perio_id=jcyxylc,2018,0,1
蛋白酶活化受体2在葡萄膜黑色素瘤中的表达及对细胞增殖和侵袭的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFD7F76A4A71348011780AFAE6E17ED9BD3BFF17C775A4D080,明媚,《国际眼科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=mzgjykzz,2018,0,0
伴少突胶质细胞增生的轻微皮质发育畸形:一种新的额叶癫痫病理类型,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF0482B598FA0EDDF3D4B855639D36E646F07881D13B46793C,毛晨晖,《中华神经科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhsjk,2018,0,0
ESD与传统手术治疗早期胃癌的疗效及对术后免疫应激反应和远期生存率的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8D5C5194DF10F9C62473CD765BD13364A73EAA4D262D7049,邱洪波,《癌症进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=azjz,2018,0,0
对治疗可以消除HIV假设的检验:基于丹麦全国性男男性行为人群的HIV队列研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF82107EAF23A42AD5421C6736ACC002554DF7E9981DBD5D4B,郭静,《中华预防医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhyfyx,2018,0,0
"""共建共治共享社会治理格局""的理论内涵 ——基于社会治理创新的视角",g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF4723DF4E1D949B2F919066B2DE94AEED969F3995153031710575D20A08B916AF,马海韵,《北京交通大学学报（社会科学版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=bfjtdxxb-shkx,2018,0,3
基于同伴教育的延续护理对儿童青少年1型糖尿病患儿应对方式及生活质量的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFFD355777A913F3E95157B1407C8AE72F7ECECF2289CB0452,王静,《河北医科大学学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=hbykdxxb,2018,0,1
miR-145在浆液性卵巢癌中的表达及对卵巢癌SKOV3细胞增殖的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA9BF22E6EC338EDFA1753DBAE4797193325095259007422C,冯云云,《现代肿瘤医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxzlyx,2018,0,2
液相色谱-串联质谱法测定银杏叶提取物及含银杏叶提取物的保健食品中咖啡因的含量,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C72E7D2026B47CA2EBB201677D17A0C195,董宇,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,42
不同呼吸训练方式在脑卒中后疲劳治疗中的效果及对患者膈肌功能的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C6830FD17FEB587664ED8,宋征宇,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,0
两种提取油对胃溃疡小鼠的胃酸分泌水平及胃蛋白酶活性的影响比较,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF3EA724ADB94F4946102A9C6F676464BDF4F4F8C8A2810BAC,周志林,《基础医学与临床》,g.wanfangdata.com.cn/perio/detail.do?perio_id=jcyxylc,2018,0,2
银离子敷料联合水凝胶治疗糖尿病足的效果及对相关血清炎症因子的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFFD355777A913F3E95157B1407C8AE72F3BFF17C775A4D080,金晓明,《河北医科大学学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=hbykdxxb,2018,0,1
面向规划实施的空间规划体系构建——厦门市“多规合一”的实践与思考,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFECD9955C271627C5BA875C3ED79E7640C9F4F9B2B928655D,邓伟骥,《城市规划学刊》,g.wanfangdata.com.cn/perio/detail.do?perio_id=csghhk,2018,0,126
IGF-1R基因在伴或不伴糖尿病的乳腺癌组织中的表达及其相关因素,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA9BF22E6EC338EDFA1753DBAE4797193F32C37C55FC2C378,杨晓民,《现代肿瘤医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxzlyx,2018,0,1
GADD45α、CXCL14蛋白在胃癌组织中的表达及其与临床特征的关系,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8D5C5194DF10F9C62473CD765BD13364C77EFBBEE45EA618,潘建生,《癌症进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=azjz,2018,0,11
下调口腔鳞状细胞癌Tac8113细胞的Galectin-9表达对CIK杀伤作用的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA9BF22E6EC338EDFA1753DBAE4797193257A4973763BFEE8,樊新龙,《现代肿瘤医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxzlyx,2018,0,4
CTGF、VEGF在卵巢癌组织中的表达水平及其对卵巢癌腹膜转移和淋巴结转移的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8D5C5194DF10F9C62473CD765BD13364D058192813724D31,李秀伟,《癌症进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=azjz,2018,0,4
历时语言学视野中的日语程度副词研究——中世时代的使用特点及语法功能,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFAD8803873B22929957B45F5F2C34041FF227262109DC92A68F3FF10B6B23EC9C,赵宏,《大连理工大学学报（社会科学版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=dllgdxxb-shkxb,2018,0,78
弱视发病的分子生物学机制研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFD7F76A4A71348011780AFAE6E17ED9BD55E1F123A7860257,周艳,《国际眼科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=mzgjykzz,2018,0,0
关于胃癌痰证理论的构建,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6E942FE58A4CFEEB54EF8DC58B2AC23A74611C5D958CFD07,陆烨,《中国中医药信息杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgzyyxxzz,2018,0,0
白兰地成分检测方法的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C79C6CB0B894701200B201677D17A0C195,谢爱华,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,3
乳腺癌放射性臂丛神经损伤的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF2AC92F5581748BF90E1D4A37E68E69E2CE0C283AE9CF44F1,夏晴,《中华放射肿瘤学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhfszl,2018,0,1
嗜酸性粒细胞性食管炎的饮食疗法,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AE5A532AE3FE2DCADDC34BACD023A7C6225F6ABFFB90C8F668F447A5DEB2A77,Javier Molina-Infante,《中华临床免疫和变态反应杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhlcmyhbtfyzz,2018,0,0
作为故事的圣经在中国,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF02533FF11BCF97348FEC2739709BBFBBBEFB21957E1F33B1,吴华,《圣经文学研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sjwxyj,2018,0,22
早期肺癌生物标志物的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF04D63BBE5B9D58353939C0F816A7655B805680A9FBBD6545,欧阳雨晴,《中华结核和呼吸杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhjhhhx,2018,0,4
圣经的文学研究进路,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF02533FF11BCF97348FEC2739709BBFBB138A0950EF21EA1D,大卫·贾斯柏,《圣经文学研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sjwxyj,2018,0,9
真假干邑白兰地的鉴定研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C7C6AEF4C264CA8F13B201677D17A0C195,高云,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,0
超声技师培养的探索与实践,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF77C767851B43F20E66F4285A6716F557F32C37C55FC2C378,周进祝,《肿瘤影像学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=shyxyx,2018,0,0
骨质疏松性椎体压缩骨折的临床诊疗,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C6830138A0950EF21EA1D,李健,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,4
前牙即刻种植的美学并发症,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF65A9961BCB642CA9BDB692EA4D7167247DBFAA59E6F1A0EB,施斌,《中华口腔医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhkqyx,2018,0,0
长寿相关影响因素的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AA970885987492A3D06C8E552496D50A73EAA4D262D7049,岑海燕,《广西医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gxyx,2018,0,225
腰椎间盘突出症的临床诊治,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C6830C2D15261A59328F2,袁帅,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,8
蜂蜜的主要成分及其鉴别技术,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C7E6CD6F2F6BF641F2B201677D17A0C195,岳锦萍,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,88
莲蓬酵素的发酵工艺研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C7D664DE5A65C8C9BFB201677D17A0C195,陆皓茜,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,63
Sestrins延缓衰老作用的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF3EA724ADB94F4946102A9C6F676464BD4244D5287E7FC830,黄铭江,《基础医学与临床》,g.wanfangdata.com.cn/perio/detail.do?perio_id=jcyxylc,2018,0,0
补肾健脾方影响高脂肪饮食骨质疏松模型大鼠脂代谢及瘦素的变化,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D2D087DCCA660FE9A03F4E402212D4916,李平,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2019,0,6
低张法和腹部加压法对猫排泄性尿路造影的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF68427AA4B8933490382E0CB96D7FC961145363D7807920C2,赵浩,《河南科技大学学报（自然科学版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lygxyxb,2019,0,2
应力对可降解金属血管支架降解的影响研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929DE2669693D862C939A73EAA4D262D7049,逯赟,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2019,0,0
一种类Lü系统的混沌行为分析与控制,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF68427AA4B8933490382E0CB96D7FC96134284D5E20E0D3F1,孙观,《河南科技大学学报（自然科学版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lygxyxb,2019,0,2
水合状态的无定形氧化铁用作高效水氧化催化剂,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8BB3C94981EC01EF9784E83D06414F4D5085A5267CC23B73,陈政,《催化学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=cuihuaxb,2019,0,0
人胎盘间充质干细胞CD200+亚群细胞的免疫特性,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D875F2CB5236A3B843271C1BD8048CBAE,刘婷,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2019,0,0
骨髓干细胞在羟基磷灰石涂层钛片上向软骨的分化,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D875F2CB5236A3B846CC486FCF678A048,覃李玲,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2019,0,0
温度场下石墨烯增强功能梯度梁的主共振行为分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF68427AA4B8933490382E0CB96D7FC961B4A8BC2EBBAC6317,李晓倩,《河南科技大学学报（自然科学版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lygxyxb,2019,0,5
诗书伴期颐——李正中的自作诗书法,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF53299D7FA74CAA2F0C5D0EFE7949CBE5B201677D17A0C195,初国卿,《芒种》,g.wanfangdata.com.cn/perio/detail.do?perio_id=mz,2019,0,0
肌内效贴对运动性膝关节延迟性肌肉酸痛的作用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D2D087DCCA660FE9A6CC486FCF678A048,董启正,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2019,0,0
XCT-790导致成骨细胞活性下降和骨形成不足的机制,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D2D087DCCA660FE9A456FCCFA106A8949,刘少津,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2019,0,4
中药复方柔肝化纤颗粒干预肝纤维化模型大鼠肝脏微循环障碍的变化,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D2D087DCCA660FE9ABC20B3ACD6F63BD5,韦冬珏,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2019,0,1
在重阳节我又看见了2019早春盛开的冰凌花,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D2D087DCCA660FE9A208A995C1FB7D019,《中国组织工程研究》,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2019,0,0
关节软骨细胞和骨髓间充质干细胞不同共培养方式对细胞增殖与分化的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D875F2CB5236A3B846BC5024E238A90BB,赵文慧,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2019,0,0
钟基因在不同胎龄小鼠胚胎和孕鼠的表达规律,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D875F2CB5236A3B8469A6E8F419CA7651,闫银弟,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2019,0,1
干细胞心肌向分化成熟过程中的物理刺激方法,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D875F2CB5236A3B84C2C1A994C952F6FB,张泽茜,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2019,0,1
